file_path,split,type,label_contents
images/train/frame_00175_r1.jpg,train,image,
images/train/frame_01363_05142025_long.jpg,train,image,
images/train/frame_00106_05122025_long.jpg,train,image,
images/train/frame_00866_yt1_r2.jpg,train,image,
images/train/frame_00695_yt1_r2.jpg,train,image,
images/train/frame_00183_05152025.jpg,train,image,
images/train/frame_00129_05152025.jpg,train,image,
images/train/frame_00461_05122025_long.jpg,train,image,
images/train/frame_00122_05222025_pt1.jpg,train,image,
images/train/frame_00148_05122025_long.jpg,train,image,
images/train/frame_00020_r1.jpg,train,image,
images/train/frame_00321_05222025_pt1.jpg,train,image,
images/train/frame_00851_yt1_r2.jpg,train,image,
images/train/frame_00099_05142025_long.jpg,train,image,
images/train/frame_01501_05142025_long.jpg,train,image,
images/train/frame_00312.jpg,train,image,
images/train/frame_00423_05222025_pt1.jpg,train,image,
images/train/frame_00778_05122025_long.jpg,train,image,
images/train/frame_00781_yt1_r2.jpg,train,image,
images/train/frame_01656_05142025_long.jpg,train,image,
images/train/frame_00133_05142025_long.jpg,train,image,
images/train/frame_01331_05142025_long.jpg,train,image,
images/train/frame_00218_05222025_pt1.jpg,train,image,
images/train/frame_00226_05222025_pt1.jpg,train,image,
images/train/frame_00585_05122025_long.jpg,train,image,
images/train/frame_01182_05142025_long.jpg,train,image,
images/train/frame_00448.jpg,train,image,
images/train/frame_01618_05142025_long.jpg,train,image,
images/train/frame_00251_05122025_long.jpg,train,image,
images/train/frame_00804_yt1_r2.jpg,train,image,
images/train/frame_00049_05142025_long.jpg,train,image,
images/train/frame_00015_i65_before_alford.jpg,train,image,
images/train/frame_00184_05152025.jpg,train,image,
images/train/frame_00833_yt1_r2.jpg,train,image,
images/train/frame_00560_05142025_long.jpg,train,image,
images/train/frame_00007_05142025_long.jpg,train,image,
images/train/frame_00350_05142025_long.jpg,train,image,
images/train/frame_00801_05122025_long.jpg,train,image,
images/train/frame_00043_r1.jpg,train,image,
images/train/frame_00110.jpg,train,image,
images/train/frame_00281_05122025_long.jpg,train,image,
images/train/frame_00143_r1.jpg,train,image,
images/train/frame_00637_05142025_long.jpg,train,image,
images/train/frame_01435_05142025_long.jpg,train,image,
images/train/frame_00032_05122025_long.jpg,train,image,
images/train/frame_00484_05142025_long.jpg,train,image,
images/train/frame_01686_05142025_long.jpg,train,image,
images/train/frame_00138.jpg,train,image,
images/train/frame_00679_05142025_long.jpg,train,image,
images/train/frame_00555_05122025_long.jpg,train,image,
images/train/frame_00059_05152025.jpg,train,image,
images/train/frame_00303_05122025_long.jpg,train,image,
images/train/frame_00852_05142025_long.jpg,train,image,
images/train/frame_00499_05122025_long.jpg,train,image,
images/train/frame_00983_05122025_long.jpg,train,image,
images/train/frame_00664_05122025_long.jpg,train,image,
images/train/frame_00061_05142025_long.jpg,train,image,
images/train/frame_00032_r1.jpg,train,image,
images/train/frame_01704_05142025_long.jpg,train,image,
images/train/frame_00246_05152025.jpg,train,image,
images/train/frame_01453_05142025_long.jpg,train,image,
images/train/frame_00064.jpg,train,image,
images/train/frame_00651_05142025_long.jpg,train,image,
images/train/frame_01134_05142025_long.jpg,train,image,
images/train/frame_00331_05152025.jpg,train,image,
images/train/frame_00138_i10_mm11.jpg,train,image,
images/train/frame_00336_05142025_long.jpg,train,image,
images/train/frame_00867_05122025_long.jpg,train,image,
images/train/frame_00070.jpg,train,image,
images/train/frame_00780_05122025_long.jpg,train,image,
images/train/frame_01387_05142025_long.jpg,train,image,
images/train/frame_00185_05142025_long.jpg,train,image,
images/train/frame_00003_i65_before_alford.jpg,train,image,
images/train/frame_00533_05122025_long.jpg,train,image,
images/train/frame_00058.jpg,train,image,
images/train/frame_00378_05142025_long.jpg,train,image,
images/train/frame_00829_05122025_long.jpg,train,image,
images/train/frame_00054_05122025_long.jpg,train,image,
images/train/frame_01529_05142025_long.jpg,train,image,
images/train/frame_00344_05222025_pt1.jpg,train,image,
images/train/frame_00299.jpg,train,image,
images/train/frame_00147_05222025_pt1.jpg,train,image,
images/train/frame_00100_i65_before_alford.jpg,train,image,
images/train/frame_01567_05142025_long.jpg,train,image,
images/train/frame_00048_i10_mm11.jpg,train,image,
images/train/frame_00953_05122025_long.jpg,train,image,
images/train/frame_00214_05152025.jpg,train,image,
images/train/frame_00598_05142025_long.jpg,train,image,
images/train/frame_01357_05142025_long.jpg,train,image,
images/train/frame_00266.jpg,train,image,
images/train/frame_00155_05142025_long.jpg,train,image,
images/train/frame_00928_05142025_long.jpg,train,image,
images/train/frame_00151_r1.jpg,train,image,
images/train/frame_00243_05222025_pt1.jpg,train,image,
images/train/frame_00514.jpg,train,image,
images/train/frame_00084_05122025_long.jpg,train,image,
images/train/frame_00051_r1.jpg,train,image,
images/train/frame_00040_05222025_pt1.jpg,train,image,
images/train/frame_01630_05142025_long.jpg,train,image,
images/train/frame_00272.jpg,train,image,
images/train/frame_00432_05142025_long.jpg,train,image,
images/train/frame_01319_05142025_long.jpg,train,image,
images/train/frame_00237_05122025_long.jpg,train,image,
images/train/frame_01483_05142025_long.jpg,train,image,
images/train/frame_00681_05142025_long.jpg,train,image,
images/train/frame_00899_yt1_r2.jpg,train,image,
images/train/frame_00750_05122025_long.jpg,train,image,
images/train/frame_00186_r1.jpg,train,image,
images/train/frame_00633_05122025_long.jpg,train,image,
images/train/frame_00004_r2.jpg,train,image,
images/train/frame_01087_05142025_long.jpg,train,image,
images/train/frame_00258.jpg,train,image,
images/train/frame_00104_r2.jpg,train,image,
images/train/frame_00805_05142025_long.jpg,train,image,
images/train/frame_00551_05142025_long.jpg,train,image,
images/train/frame_00502.jpg,train,image,
images/train/frame_01753_05142025_long.jpg,train,image,
images/train/frame_00264.jpg,train,image,
images/train/frame_00118_05152025.jpg,train,image,
images/train/frame_00480_05122025_long.jpg,train,image,
images/train/frame_00270.jpg,train,image,
images/train/frame_00036_05142025_long.jpg,train,image,
images/train/frame_00516.jpg,train,image,
images/train/frame_00079_r2.jpg,train,image,
images/train/frame_01163_05142025_long.jpg,train,image,
images/train/frame_00090_05152025.jpg,train,image,
images/train/frame_00830_05122025_long.jpg,train,image,
images/train/frame_00606_05142025_long.jpg,train,image,
images/train/frame_00132_i65_before_alford.jpg,train,image,
images/train/frame_00799_05122025_long.jpg,train,image,
images/train/frame_00564_05122025_long.jpg,train,image,
images/train/frame_00137_05122025_long.jpg,train,image,
images/train/frame_01019_05142025_long.jpg,train,image,
images/train/frame_00450_05122025_long.jpg,train,image,
images/train/frame_00031_i65_before_alford.jpg,train,image,
images/train/frame_00066.jpg,train,image,
images/train/frame_00031_05222025_pt1.jpg,train,image,
images/train/frame_00198_r1.jpg,train,image,
images/train/frame_00255_05142025_long.jpg,train,image,
images/train/frame_00179_05122025_long.jpg,train,image,
images/train/frame_00904_05122025_long.jpg,train,image,
images/train/frame_01057_05142025_long.jpg,train,image,
images/train/frame_00732_05142025_long.jpg,train,image,
images/train/frame_01530_05142025_long.jpg,train,image,
images/train/frame_00384_05122025_long.jpg,train,image,
images/train/frame_00072.jpg,train,image,
images/train/frame_00409_05222025_pt1.jpg,train,image,
images/train/frame_00749_05122025_long.jpg,train,image,
images/train/frame_00097_05152025.jpg,train,image,
images/train/frame_00465_05142025_long.jpg,train,image,
images/train/frame_00099.jpg,train,image,
images/train/frame_00068_05152025.jpg,train,image,
images/train/frame_00136_05222025_pt1.jpg,train,image,
images/train/frame_00698_05142025_long.jpg,train,image,
images/train/frame_01300_05142025_long.jpg,train,image,
images/train/frame_00108_05222025_pt1.jpg,train,image,
images/train/frame_00102_05142025_long.jpg,train,image,
images/train/frame_01629_05142025_long.jpg,train,image,
images/train/frame_00707_05122025_long.jpg,train,image,
images/train/frame_00067_r2.jpg,train,image,
images/train/frame_00087_i65_before_alford.jpg,train,image,
images/train/frame_00260_05122025_long.jpg,train,image,
images/train/frame_01518_05142025_long.jpg,train,image,
images/train/frame_00091_i65_before_alford.jpg,train,image,
images/train/frame_00288_05152025.jpg,train,image,
images/train/frame_00081_i10_mm11.jpg,train,image,
images/train/frame_00436_05122025_long.jpg,train,image,
images/train/frame_00222_05152025.jpg,train,image,
images/train/frame_00080_05142025_long.jpg,train,image,
images/train/frame_00194_r1.jpg,train,image,
images/train/frame_00016_r2.jpg,train,image,
images/train/frame_00151_05122025_long.jpg,train,image,
images/train/frame_01556_05142025_long.jpg,train,image,
images/train/frame_00754_05142025_long.jpg,train,image,
images/train/frame_00478_05122025_long.jpg,train,image,
images/train/frame_00112.jpg,train,image,
images/train/frame_00054_05222025_pt1.jpg,train,image,
images/train/frame_00106.jpg,train,image,
images/train/frame_01031_05142025_long.jpg,train,image,
images/train/frame_00962_05122025_long.jpg,train,image,
images/train/frame_00248_05122025_long.jpg,train,image,
images/train/frame_00164_05142025_long.jpg,train,image,
images/train/frame_00919_05142025_long.jpg,train,image,
images/train/frame_00027_i65_before_alford.jpg,train,image,
images/train/frame_01601_05142025_long.jpg,train,image,
images/train/frame_00350_05222025_pt1.jpg,train,image,
images/train/frame_00399_05142025_long.jpg,train,image,
images/train/frame_00153_05222025_pt1.jpg,train,image,
images/train/frame_00109_i10_mm11.jpg,train,image,
images/train/frame_00206_05122025_long.jpg,train,image,
images/train/frame_00957_05142025_long.jpg,train,image,
images/train/frame_00388_05222025_pt1.jpg,train,image,
images/train/frame_00049_i65_before_alford.jpg,train,image,
images/train/frame_00761_05122025_long.jpg,train,image,
images/train/frame_00886_05122025_long.jpg,train,image,
images/train/frame_00815_yt1_r2.jpg,train,image,
images/train/frame_00225_05152025.jpg,train,image,
images/train/frame_01586_05142025_long.jpg,train,image,
images/train/frame_00270_05152025.jpg,train,image,
images/train/frame_00954_yt1_r2.jpg,train,image,
images/train/frame_00784_05142025_long.jpg,train,image,
images/train/frame_00086_i10_mm11.jpg,train,image,
images/train/frame_00332_05122025_long.jpg,train,image,
images/train/frame_00863_05142025_long.jpg,train,image,
images/train/frame_00338.jpg,train,image,
images/train/frame_00579_05142025_long.jpg,train,image,
images/train/frame_00124_i65_before_alford.jpg,train,image,
images/train/frame_00108_r2.jpg,train,image,
images/train/frame_00310.jpg,train,image,
images/train/frame_01252_05142025_long.jpg,train,image,
images/train/frame_00050_05142025_long.jpg,train,image,
images/train/frame_01735_05142025_long.jpg,train,image,
images/train/frame_00304.jpg,train,image,
images/train/frame_00537_05142025_long.jpg,train,image,
images/train/frame_00181_05122025_long.jpg,train,image,
images/train/frame_00660_05142025_long.jpg,train,image,
images/train/frame_01462_05142025_long.jpg,train,image,
images/train/frame_00307_05142025_long.jpg,train,image,
images/train/frame_00856_05122025_long.jpg,train,image,
images/train/frame_00502_05122025_long.jpg,train,image,
images/train/frame_00298_05122025_long.jpg,train,image,
images/train/frame_00307_05152025.jpg,train,image,
images/train/frame_00075_r2.jpg,train,image,
images/train/frame_00684_yt1_r2.jpg,train,image,
images/train/frame_00349_05142025_long.jpg,train,image,
images/train/frame_00818_05122025_long.jpg,train,image,
images/train/frame_00065_05122025_long.jpg,train,image,
images/train/frame_01200_05142025_long.jpg,train,image,
images/train/frame_00002_05142025_long.jpg,train,image,
images/train/frame_00798_05142025_long.jpg,train,image,
images/train/frame_00649_05122025_long.jpg,train,image,
images/train/frame_00565_05142025_long.jpg,train,image,
images/train/frame_00360_05122025_long.jpg,train,image,
images/train/frame_00831_05142025_long.jpg,train,image,
images/train/frame_00120_r2.jpg,train,image,
images/train/frame_00028_05152025.jpg,train,image,
images/train/frame_00607_05122025_long.jpg,train,image,
images/train/frame_00305.jpg,train,image,
images/train/frame_00550_05122025_long.jpg,train,image,
images/train/frame_00037_05122025_long.jpg,train,image,
images/train/frame_01119_05142025_long.jpg,train,image,
images/train/frame_00481_05142025_long.jpg,train,image,
images/train/frame_01683_05142025_long.jpg,train,image,
images/train/frame_00339.jpg,train,image,
images/train/frame_00632_05142025_long.jpg,train,image,
images/train/frame_01430_05142025_long.jpg,train,image,
images/train/frame_00355_05142025_long.jpg,train,image,
images/train/frame_00804_05122025_long.jpg,train,image,
images/train/frame_00079_05122025_long.jpg,train,image,
images/train/frame_01157_05142025_long.jpg,train,image,
images/train/frame_00108_i65_before_alford.jpg,train,image,
images/train/frame_01504_05142025_long.jpg,train,image,
images/train/frame_00706_05142025_long.jpg,train,image,
images/train/frame_00172_05222025_pt1.jpg,train,image,
images/train/frame_01063_05142025_long.jpg,train,image,
images/train/frame_00261_05142025_long.jpg,train,image,
images/train/frame_00371_05222025_pt1.jpg,train,image,
images/train/frame_00065_i65_before_alford.jpg,train,image,
images/train/frame_00194_05222025_pt1.jpg,train,image,
images/train/frame_00397_05222025_pt1.jpg,train,image,
images/train/frame_00748_05142025_long.jpg,train,image,
images/train/frame_00464_05122025_long.jpg,train,image,
images/train/frame_00699_05122025_long.jpg,train,image,
images/train/frame_00254_05122025_long.jpg,train,image,
images/train/frame_00178_05142025_long.jpg,train,image,
images/train/frame_00905_05142025_long.jpg,train,image,
images/train/frame_00107.jpg,train,image,
images/train/frame_00385_05142025_long.jpg,train,image,
images/train/frame_00113.jpg,train,image,
images/train/frame_01187_05142025_long.jpg,train,image,
images/train/frame_00733_05122025_long.jpg,train,image,
images/train/frame_00075_05222025_pt1.jpg,train,image,
images/train/frame_00248_05222025_pt1.jpg,train,image,
images/train/frame_00276_05222025_pt1.jpg,train,image,
images/train/frame_00451_05142025_long.jpg,train,image,
images/train/frame_00207_05142025_long.jpg,train,image,
images/train/frame_01005_05142025_long.jpg,train,image,
images/train/frame_00887_05142025_long.jpg,train,image,
images/train/frame_00314_05222025_pt1.jpg,train,image,
images/train/frame_00809_yt1_r2.jpg,train,image,
images/train/frame_00129_05222025_pt1.jpg,train,image,
images/train/frame_00760_05142025_long.jpg,train,image,
images/train/frame_00117_05222025_pt1.jpg,train,image,
images/train/frame_01562_05142025_long.jpg,train,image,
images/train/frame_00918_05122025_long.jpg,train,image,
images/train/frame_00098.jpg,train,image,
images/train/frame_00398_05122025_long.jpg,train,image,
images/train/frame_00207_r1.jpg,train,image,
images/train/frame_00402_05122025_long.jpg,train,image,
images/train/frame_00132_r2.jpg,train,image,
images/train/frame_00755_05122025_long.jpg,train,image,
images/train/frame_00073.jpg,train,image,
images/train/frame_00232_05122025_long.jpg,train,image,
images/train/frame_01486_05142025_long.jpg,train,image,
images/train/frame_00684_05142025_long.jpg,train,image,
images/train/frame_00213_05222025_pt1.jpg,train,image,
images/train/frame_00230_05152025.jpg,train,image,
images/train/frame_00039_i10_mm11.jpg,train,image,
images/train/frame_00081_05122025_long.jpg,train,image,
images/train/frame_00010_05222025_pt1.jpg,train,image,
images/train/frame_01635_05142025_long.jpg,train,image,
images/train/frame_01352_05142025_long.jpg,train,image,
images/train/frame_00150_05142025_long.jpg,train,image,
images/train/frame_00299_05142025_long.jpg,train,image,
images/train/frame_00315_05152025.jpg,train,image,
images/train/frame_00149_i10_mm11.jpg,train,image,
images/train/frame_00503_05142025_long.jpg,train,image,
images/train/frame_01701_05142025_long.jpg,train,image,
images/train/frame_00348_05122025_long.jpg,train,image,
images/train/frame_00819_05142025_long.jpg,train,image,
images/train/frame_00064_05142025_long.jpg,train,image,
images/train/frame_00219_r1.jpg,train,image,
images/train/frame_00661_05122025_long.jpg,train,image,
images/train/frame_00170_i65_before_alford.jpg,train,image,
images/train/frame_00857_05142025_long.jpg,train,image,
images/train/frame_01228_05142025_long.jpg,train,image,
images/train/frame_00051_r2.jpg,train,image,
images/train/frame_00271.jpg,train,image,
images/train/frame_00517.jpg,train,image,
images/train/frame_01382_05142025_long.jpg,train,image,
images/train/frame_00503.jpg,train,image,
images/train/frame_00180_05142025_long.jpg,train,image,
images/train/frame_00151_r2.jpg,train,image,
images/train/frame_01418_05142025_long.jpg,train,image,
images/train/frame_00536_05122025_long.jpg,train,image,
images/train/frame_00265.jpg,train,image,
images/train/frame_01131_05142025_long.jpg,train,image,
images/train/frame_00333_05142025_long.jpg,train,image,
images/train/frame_00862_05122025_long.jpg,train,image,
images/train/frame_00237_05152025.jpg,train,image,
images/train/frame_00785_05122025_long.jpg,train,image,
images/train/frame_00259.jpg,train,image,
images/train/frame_01456_05142025_long.jpg,train,image,
images/train/frame_00578_05122025_long.jpg,train,image,
images/train/frame_00261.jpg,train,image,
images/train/frame_00585_05142025_long.jpg,train,image,
images/train/frame_00513.jpg,train,image,
images/train/frame_00188_r1.jpg,train,image,
images/train/frame_00810_yt1_r2.jpg,train,image,
images/train/frame_00294_05222025_pt1.jpg,train,image,
images/train/frame_00778_05142025_long.jpg,train,image,
images/train/frame_00454_05122025_long.jpg,train,image,
images/train/frame_00275.jpg,train,image,
images/train/frame_00097_05222025_pt1.jpg,train,image,
images/train/frame_00272_05222025_pt1.jpg,train,image,
images/train/frame_00058_05152025.jpg,train,image,
images/train/frame_00900_05122025_long.jpg,train,image,
images/train/frame_00071_05222025_pt1.jpg,train,image,
images/train/frame_00827_yt1_r2.jpg,train,image,
images/train/frame_00114_i65_before_alford.jpg,train,image,
images/train/frame_00380_05122025_long.jpg,train,image,
images/train/frame_00736_05142025_long.jpg,train,image,
images/train/frame_00185_05152025.jpg,train,image,
images/train/frame_00904_yt1_r2.jpg,train,image,
images/train/frame_00375_05222025_pt1.jpg,train,image,
images/train/frame_00106_05142025_long.jpg,train,image,
images/train/frame_00148_05222025_pt1.jpg,train,image,
images/train/frame_00077_r2.jpg,train,image,
images/train/frame_00176_05222025_pt1.jpg,train,image,
images/train/frame_00099_05122025_long.jpg,train,image,
images/train/frame_00393_05222025_pt1.jpg,train,image,
images/train/frame_00190_05222025_pt1.jpg,train,image,
images/train/frame_00264_05122025_long.jpg,train,image,
images/train/frame_00148_05142025_long.jpg,train,image,
images/train/frame_00935_05142025_long.jpg,train,image,
images/train/frame_00933_yt1_r2.jpg,train,image,
images/train/frame_01083_05142025_long.jpg,train,image,
images/train/frame_00281_05142025_long.jpg,train,image,
images/train/frame_00872_yt1_r2.jpg,train,image,
images/train/frame_01719_05142025_long.jpg,train,image,
images/train/frame_00063.jpg,train,image,
images/train/frame_00077.jpg,train,image,
images/train/frame_00681_yt1_r2.jpg,train,image,
images/train/frame_00350_05122025_long.jpg,train,image,
images/train/frame_00679_05122025_long.jpg,train,image,
images/train/frame_00555_05142025_long.jpg,train,image,
images/train/frame_01230_05142025_long.jpg,train,image,
images/train/frame_00845_yt1_r2.jpg,train,image,
images/train/frame_00032_05142025_long.jpg,train,image,
images/train/frame_00196_r1.jpg,train,image,
images/train/frame_00484_05122025_long.jpg,train,image,
images/train/frame_00365_05142025_long.jpg,train,image,
images/train/frame_00834_05122025_long.jpg,train,image,
images/train/frame_00049_05122025_long.jpg,train,image,
images/train/frame_00128_05152025.jpg,train,image,
images/train/frame_01167_05142025_long.jpg,train,image,
images/train/frame_00182_05152025.jpg,train,image,
images/train/frame_00007_05122025_long.jpg,train,image,
images/train/frame_01129_05142025_long.jpg,train,image,
images/train/frame_00951_yt1_r2.jpg,train,image,
images/train/frame_00088.jpg,train,image,
images/train/frame_00017_i65_before_alford.jpg,train,image,
images/train/frame_00560_05122025_long.jpg,train,image,
images/train/frame_00069_r2.jpg,train,image,
images/train/frame_00336_05122025_long.jpg,train,image,
images/train/frame_00867_05142025_long.jpg,train,image,
images/train/frame_00780_05142025_long.jpg,train,image,
images/train/frame_00018_r2.jpg,train,image,
images/train/frame_00117.jpg,train,image,
images/train/frame_01582_05142025_long.jpg,train,image,
images/train/frame_00103.jpg,train,image,
images/train/frame_00651_05122025_long.jpg,train,image,
images/train/frame_00118_r2.jpg,train,image,
images/train/frame_00829_05142025_long.jpg,train,image,
images/train/frame_00054_05142025_long.jpg,train,image,
images/train/frame_01256_05142025_long.jpg,train,image,
images/train/frame_00533_05142025_long.jpg,train,image,
images/train/frame_01731_05142025_long.jpg,train,image,
images/train/frame_01466_05142025_long.jpg,train,image,
images/train/frame_00664_05142025_long.jpg,train,image,
images/train/frame_00548_05122025_long.jpg,train,image,
images/train/frame_00065_r2.jpg,train,image,
images/train/frame_01101_05142025_long.jpg,train,image,
images/train/frame_00303_05142025_long.jpg,train,image,
images/train/frame_00852_05122025_long.jpg,train,image,
images/train/frame_00499_05142025_long.jpg,train,image,
images/train/frame_00240_05152025.jpg,train,image,
images/train/frame_01428_05142025_long.jpg,train,image,
images/train/frame_00215_05152025.jpg,train,image,
images/train/frame_00049_i10_mm11.jpg,train,image,
images/train/frame_00506_05122025_long.jpg,train,image,
images/train/frame_00061_05122025_long.jpg,train,image,
images/train/frame_00084_05142025_long.jpg,train,image,
images/train/frame_01286_05142025_long.jpg,train,image,
images/train/frame_00432_05122025_long.jpg,train,image,
images/train/frame_00330_05152025.jpg,train,image,
images/train/frame_00301.jpg,train,image,
images/train/frame_00184_r1.jpg,train,image,
images/train/frame_00014_05222025_pt1.jpg,train,image,
images/train/frame_00329.jpg,train,image,
images/train/frame_00006_r2.jpg,train,image,
images/train/frame_00750_05142025_long.jpg,train,image,
images/train/frame_01552_05142025_long.jpg,train,image,
images/train/frame_00237_05142025_long.jpg,train,image,
images/train/frame_00106_r2.jpg,train,image,
images/train/frame_00966_05122025_long.jpg,train,image,
images/train/frame_01035_05142025_long.jpg,train,image,
images/train/frame_00681_05122025_long.jpg,train,image,
images/train/frame_01362_05142025_long.jpg,train,image,
images/train/frame_00160_05142025_long.jpg,train,image,
images/train/frame_00102_i65_before_alford.jpg,train,image,
images/train/frame_00113_05222025_pt1.jpg,train,image,
images/train/frame_01605_05142025_long.jpg,train,image,
images/train/frame_00407_05142025_long.jpg,train,image,
images/train/frame_00247_05152025.jpg,train,image,
images/train/frame_00953_05142025_long.jpg,train,image,
images/train/frame_00598_05122025_long.jpg,train,image,
images/train/frame_00765_05122025_long.jpg,train,image,
images/train/frame_00702_05142025_long.jpg,train,image,
images/train/frame_01500_05142025_long.jpg,train,image,
images/train/frame_00140_i65_before_alford.jpg,train,image,
images/train/frame_00098_05142025_long.jpg,train,image,
images/train/frame_00331_05222025_pt1.jpg,train,image,
images/train/frame_00149_05122025_long.jpg,train,image,
images/train/frame_00934_05122025_long.jpg,train,image,
images/train/frame_00132_05222025_pt1.jpg,train,image,
images/train/frame_00460_05122025_long.jpg,train,image,
images/train/frame_00168_05152025.jpg,train,image,
images/train/frame_00197_05152025.jpg,train,image,
images/train/frame_00107_05122025_long.jpg,train,image,
images/train/frame_00250_05122025_long.jpg,train,image,
images/train/frame_00328.jpg,train,image,
images/train/frame_00737_05122025_long.jpg,train,image,
images/train/frame_01183_05142025_long.jpg,train,image,
images/train/frame_00381_05142025_long.jpg,train,image,
images/train/frame_00053_r2.jpg,train,image,
images/train/frame_00584_05122025_long.jpg,train,image,
images/train/frame_00236_05222025_pt1.jpg,train,image,
images/train/frame_00208_05222025_pt1.jpg,train,image,
images/train/frame_01330_05142025_long.jpg,train,image,
images/train/frame_00300.jpg,train,image,
